 year , adminClass , economicClass , budgetPhase , sum ,
nom,nom,nom,nom,target,
 2013 , 50 , 6671 , reserved , 0.0 ,
 2015 , 00 , 7111 , draft , 0.0 ,
 2015 , 50 , 7521 , draft , 0.0 ,
 2014 , 15 , 7121 , draft , 0.0 ,
 2015 , 15 , 7122 , draft , 0.0 ,
 2014 , 20 , 6631 , executed , 0.0 ,
 2014 , 40 , 6651 , executed , 0.0 ,
 2014 , 15 , 7312 , revised , 0.0 ,
 2013 , 00 , 6041 , draft , 0.0 ,
 2013 , 15 , 6244 , revised , 0.0 ,
 2015 , 15 , 7311 , revised , 0.0 ,
 2013 , 10 , 6063 , draft , 0.0 ,
 2013 , 00 , 6121 , revised , 212000.0 ,
 2013 , 15 , 6111 , revised , 0.0 ,
 2014 , 50 , 6323 , draft , 0.0 ,
 2013 , 25 , 6012 , revised , 0.0 ,
 2013 , 45 , 6652 , executed , 0.0 ,
 2014 , 15 , 6114 , revised , 0.0 ,
 2014 , 35 , 6621 , executed , 0.0 ,
 2015 , 45 , 6654 , executed , 0.0 ,
 2013 , 15 , 6055 , draft , 0.0 ,
 2014 , 50 , 7521 , draft , 0.0 ,
 2014 , 00 , 7111 , draft , 0.0 ,
 2014 , 10 , 6063 , draft , 0.0 ,
 2014 , 00 , 6121 , revised , 215000.0 ,
 2014 , 00 , 6041 , draft , 0.0 ,
 2014 , 15 , 6244 , revised , 0.0 ,
 2015 , 00 , 6122 , revised , 3000.0 ,
 2015 , 10 , 6062 , draft , 0.0 ,
 2013 , 15 , 7312 , revised , 0.0 ,
 2015 , 15 , 6245 , revised , 0.0 ,
 2013 , 40 , 6651 , executed , 0.0 ,
 2013 , 20 , 6631 , executed , 0.0 ,
 2013 , 15 , 7121 , draft , 0.0 ,
 2013 , 00 , 7111 , draft , 0.0 ,
 2015 , 50 , 6671 , reserved , 0.0 ,
 2013 , 50 , 7521 , draft , 0.0 ,
 2014 , 15 , 6055 , draft , 0.0 ,
 2015 , 15 , 6054 , draft , 0.0 ,
 2013 , 35 , 6621 , executed , 0.0 ,
 2013 , 15 , 6114 , revised , 0.0 ,
 2014 , 45 , 6652 , executed , 0.0 ,
 2015 , 45 , 6653 , executed , 0.0 ,
 2014 , 25 , 6012 , revised , 0.0 ,
 2015 , 25 , 6013 , revised , 0.0 ,
 2013 , 50 , 6323 , draft , 0.0 ,
 2014 , 15 , 6111 , revised , 0.0 ,
 2015 , 15 , 6112 , revised , 0.0 ,
 2013 , 15 , 7311 , revised , 0.0 ,
 2015 , 15 , 6244 , revised , 0.0 ,
 2015 , 00 , 6041 , draft , 0.0 ,
 2015 , 00 , 6121 , revised , 221400.0 ,
 2015 , 10 , 6063 , draft , 0.0 ,
 2014 , 00 , 6122 , revised , 5000.0 ,
 2014 , 10 , 6062 , draft , 1000.0 ,
 2014 , 15 , 6245 , revised , 0.0 ,
 2013 , 15 , 7122 , draft , 0.0 ,
 2014 , 50 , 6671 , reserved , 0.0 ,
 2014 , 15 , 6054 , draft , 0.0 ,
 2015 , 15 , 6055 , draft , 0.0 ,
 2013 , 45 , 6654 , executed , 0.0 ,
 2014 , 45 , 6653 , executed , 0.0 ,
 2015 , 45 , 6652 , executed , 0.0 ,
 2014 , 15 , 6112 , revised , 46000.0 ,
 2015 , 15 , 6111 , revised , 0.0 ,
 2014 , 25 , 6013 , revised , 0.0 ,
 2015 , 25 , 6012 , revised , 0.0 ,
 2014 , 40 , 6654 , executed , 0.0 ,
 2015 , 15 , 6243 , revised , 0.0 ,
 2014 , 00 , 6123 , revised , 236000.0 ,
 2014 , 10 , 6061 , draft , 0.0 ,
 2014 , 15 , 6242 , revised , 0.0 ,
 2013 , 70 , 6051 , revised , 30300.01 ,
 2015 , 00 , 6124 , revised , 0.0 ,
 2015 , 30 , 6621 , executed , 0.0 ,
 2013 , 00 , 6126 , revised , 0.0 ,
 2013 , 20 , 6633 , executed , 5781.0 ,
 2013 , 40 , 6653 , executed , 0.0 ,
 2014 , 50 , 6672 , reserved , 0.0 ,
 2015 , 50 , 6673 , reserved , 0.0 ,
 2013 , 20 , 6634 , executed , 1557.81 ,
 2015 , 15 , 6052 , draft , 40500.0 ,
 2015 , 45 , 6651 , executed , 0.0 ,
 2014 , 15 , 6243 , revised , 0.0 ,
 2015 , 40 , 6654 , executed , 0.0 ,
 2015 , 15 , 6242 , revised , 0.0 ,
 2015 , 00 , 6123 , revised , 235500.0 ,
 2015 , 10 , 6061 , draft , 0.0 ,
 2014 , 00 , 6124 , revised , 0.0 ,
 2014 , 30 , 6621 , executed , 0.0 ,
 2013 , 20 , 6632 , executed , 0.0 ,
 2013 , 00 , 6125 , revised , 0.0 ,
 2013 , 40 , 6652 , executed , 0.0 ,
 2014 , 50 , 6673 , reserved , 0.0 ,
 2015 , 50 , 6672 , reserved , 0.0 ,
 2013 , 15 , 6115 , revised , 0.0 ,
 2014 , 15 , 6052 , draft , 66000.0 ,
 2014 , 45 , 6651 , executed , 0.0 ,
 2015 , 50 , 6643 , executed , 0.0 ,
 2013 , 25 , 6462 , draft , 0.0 ,
 2015 , 25 , 6142 , revised , 0.0 ,
 2013 , 25 , 6273 , revised , 0.0 ,
 2014 , 50 , 6642 , executed , 0.0 ,
 2014 , 25 , 6274 , revised , 0.0 ,
 2015 , 15 , 6241 , revised , 0.0 ,
 2015 , 25 , 6275 , revised , 0.0 ,
 2015 , 35 , 6691 , reserved , 0.0 ,
 2014 , 70 , 6662 , executed , 0.0 ,
 2014 , 30 , 6622 , executed , 0.0 ,
 2014 , 45 , 6312 , draft , 0.0 ,
 2014 , 25 , 6141 , revised , 0.0 ,
 2013 , 50 , 6641 , executed , 0.0 ,
 2013 , 40 , 7511 , draft , 0.0 ,
 2015 , 40 , 6661 , reserved , 0.0 ,
 2013 , 30 , 7412 , draft , 671812.85 ,
 2015 , 20 , 6681 , reserved , 0.0 ,
 2013 , 30 , 6693 , reserved , 0.0 ,
 2014 , 15 , 6693 , approved , 0.0 ,
 2015 , 15 , 6692 , approved , 0.0 ,
 2015 , 40 , 7513 , draft , 0.0 ,
 2014 , 50 , 6643 , executed , 0.0 ,
 2013 , 25 , 6463 , draft , 0.0 ,
 2013 , 25 , 6272 , revised , 0.0 ,
 2014 , 25 , 6275 , revised , 0.0 ,
 2014 , 15 , 6241 , revised , 0.0 ,
 2015 , 50 , 6642 , executed , 0.0 ,
 2015 , 25 , 6274 , revised , 0.0 ,
 2014 , 25 , 6142 , revised , 0.0 ,
 2014 , 35 , 6691 , reserved , 0.0 ,
 2015 , 70 , 6662 , executed , 0.0 ,
 2015 , 30 , 6622 , executed , 0.0 ,
 2015 , 45 , 6312 , draft , 0.0 ,
 2013 , 10 , 6699 , approved , 0.0 ,
 2015 , 25 , 6141 , revised , 0.0 ,
 2013 , 40 , 7512 , draft , 0.0 ,
 2014 , 40 , 6661 , reserved , 0.0 ,
 2013 , 30 , 7413 , draft , 294454.74 ,
 2013 , 20 , 6635 , executed , 8044.2 ,
 2014 , 20 , 6681 , reserved , 0.0 ,
 2014 , 15 , 6692 , approved , 0.0 ,
 2015 , 15 , 6693 , approved , 0.0 ,
 2013 , 20 , 6682 , reserved , 0.0 ,
 2013 , 30 , 6692 , reserved , 0.0 ,
 2014 , 40 , 7513 , draft , 0.0 ,
 2013 , 25 , 6271 , revised , 0.0 ,
 2014 , 50 , 6644 , executed , 0.0 ,
 2014 , 25 , 6276 , revised , 0.0 ,
 2015 , 25 , 6277 , revised , 0.0 ,
 2013 , 25 , 6423 , reserved , 0.0 ,
 2015 , 45 , 7511 , draft , 0.0 ,
 2015 , 35 , 7412 , draft , 0.0 ,
 2014 , 45 , 7512 , draft , 0.0 ,
 2013 , 45 , 6661 , reserved , 0.0 ,
 2014 , 35 , 7413 , draft , 0.0 ,
 2013 , 45 , 7513 , draft , 0.0 ,
 2014 , 35 , 6692 , reserved , 0.0 ,
 2015 , 35 , 6693 , reserved , 13862.72 ,
 2013 , 30 , 6691 , reserved , 0.0 ,
 2014 , 15 , 6691 , approved , 0.0 ,
 2015 , 25 , 6011 , revised , 0.0 ,
 2014 , 25 , 6277 , revised , 0.0 ,
 2015 , 25 , 6276 , revised , 0.0 ,
 2015 , 50 , 6644 , executed , 0.0 ,
 2013 , 25 , 6422 , reserved , 0.0 ,
 2013 , 25 , 6461 , draft , 0.0 ,
 2014 , 35 , 7412 , draft , 0.0 ,
 2014 , 45 , 7511 , draft , 0.0 ,
 2015 , 35 , 7413 , draft , 20000.0 ,
 2015 , 45 , 7512 , draft , 0.0 ,
 2014 , 35 , 6693 , reserved , 0.0 ,
 2015 , 35 , 6692 , reserved , 0.0 ,
 2013 , 35 , 6622 , executed , 0.0 ,
 2015 , 15 , 6691 , approved , 0.0 ,
 2014 , 25 , 6011 , revised , 0.0 ,
 2013 , 40 , 6312 , draft , 0.0 ,
 2013 , 35 , 6693 , reserved , 12492.15 ,
 2015 , 45 , 7513 , draft , 0.0 ,
 2015 , 45 , 6661 , reserved , 0.0 ,
 2013 , 45 , 7511 , draft , 0.0 ,
 2013 , 35 , 7412 , draft , 0.0 ,
 2014 , 25 , 6461 , draft , 0.0 ,
 2015 , 25 , 6423 , reserved , 0.0 ,
 2014 , 25 , 6422 , reserved , 0.0 ,
 2013 , 25 , 6277 , revised , 0.0 ,
 2015 , 25 , 6271 , revised , 0.0 ,
 2014 , 40 , 6312 , draft , 0.0 ,
 2013 , 25 , 6011 , revised , 0.0 ,
 2015 , 30 , 6691 , reserved , 0.0 ,
 2014 , 35 , 6622 , executed , 0.0 ,
 2013 , 35 , 6692 , reserved , 0.0 ,
 2014 , 45 , 7513 , draft , 0.0 ,
 2013 , 35 , 7413 , draft , 0.0 ,
 2014 , 45 , 6661 , reserved , 0.0 ,
 2013 , 45 , 7512 , draft , 0.0 ,
 2014 , 25 , 6423 , reserved , 0.0 ,
 2015 , 25 , 6461 , draft , 0.0 ,
 2013 , 25 , 6276 , revised , 0.0 ,
 2013 , 50 , 6644 , executed , 0.0 ,
 2014 , 25 , 6271 , revised , 0.0 ,
 2015 , 25 , 6422 , reserved , 0.0 ,
 2015 , 40 , 6312 , draft , 0.0 ,
 2013 , 15 , 6691 , approved , 0.0 ,
 2014 , 30 , 6691 , reserved , 0.0 ,
 2015 , 35 , 6622 , executed , 0.0 ,
 2014 , 10 , 6699 , approved , 1084.23 ,
 2015 , 50 , 6641 , executed , 0.0 ,
 2013 , 35 , 6691 , reserved , 0.0 ,
 2013 , 25 , 6142 , revised , 0.0 ,
 2015 , 25 , 6462 , draft , 0.0 ,
 2013 , 25 , 6275 , revised , 0.0 ,
 2013 , 15 , 6241 , revised , 0.0 ,
 2014 , 25 , 6272 , revised , 0.0 ,
 2015 , 25 , 6273 , revised , 0.0 ,
 2014 , 25 , 6463 , draft , 0.0 ,
 2013 , 50 , 6643 , executed , 0.0 ,
 2013 , 40 , 7513 , draft , 0.0 ,
 2014 , 30 , 6692 , reserved , 0.0 ,
 2014 , 20 , 6682 , reserved , 0.0 ,
 2015 , 30 , 6693 , reserved , 0.0 ,
 2013 , 15 , 6692 , approved , 144.78 ,
 2013 , 20 , 6681 , reserved , 0.0 ,
 2014 , 20 , 6635 , executed , 0.0 ,
 2015 , 30 , 7412 , draft , 555074.45 ,
 2014 , 30 , 7413 , draft , 319341.51 ,
 2013 , 40 , 6661 , reserved , 0.0 ,
 2014 , 40 , 7512 , draft , 0.0 ,
 2015 , 40 , 7511 , draft , 0.0 ,
 2014 , 50 , 6641 , executed , 0.0 ,
 2013 , 25 , 6141 , revised , 0.0 ,
 2015 , 10 , 6699 , approved , 17988.38 ,
 2013 , 45 , 6312 , draft , 0.0 ,
 2013 , 70 , 6662 , executed , 0.0 ,
 2013 , 30 , 6622 , executed , 0.0 ,
 2013 , 50 , 6642 , executed , 0.0 ,
 2013 , 25 , 6274 , revised , 0.0 ,
 2014 , 25 , 6273 , revised , 0.0 ,
 2015 , 25 , 6272 , revised , 0.0 ,
 2014 , 25 , 6462 , draft , 0.0 ,
 2015 , 25 , 6463 , draft , 0.0 ,
 2013 , 15 , 6693 , approved , 0.0 ,
 2014 , 30 , 6693 , reserved , 0.0 ,
 2015 , 30 , 6692 , reserved , 0.0 ,
 2015 , 20 , 6682 , reserved , 0.0 ,
 2014 , 30 , 7412 , draft , 652163.58 ,
 2015 , 20 , 6635 , executed , 0.0 ,
 2015 , 30 , 7413 , draft , 226178.15 ,
 2015 , 40 , 7512 , draft , 0.0 ,
 2014 , 40 , 7511 , draft , 0.0 ,
 2013 , 45 , 6413 , reserved , 0.0 ,
 2014 , 00 , 6433 , approved , 0.0 ,
 2015 , 30 , 6011 , revised , 746000.0 ,
 2015 , 00 , 6432 , approved , 0.0 ,
 2013 , 45 , 6321 , draft , 0.0 ,
 2015 , 40 , 6021 , revised , 3400.0 ,
 2015 , 15 , 6612 , executed , 0.0 ,
 2013 , 25 , 6691 , reserved , 0.0 ,
 2013 , 70 , 6673 , executed , 0.0 ,
 2014 , 90 , 9111 , approved , 0.0 ,
 2014 , 35 , 6463 , draft , 0.0 ,
 2015 , 45 , 6411 , reserved , 0.0 ,
 2013 , 35 , 6275 , revised , 0.0 ,
 2014 , 35 , 6272 , revised , 0.0 ,
 2015 , 35 , 6273 , revised , 0.0 ,
 2013 , 35 , 6142 , revised , 0.0 ,
 2015 , 35 , 6462 , draft , 1500.0 ,
 2013 , 00 , 6737 , executed , 125000.0 ,
 2013 , 20 , 6265 , revised , 17500.0 ,
 2014 , 30 , 7341 , revised , 7407609.67 ,
 2014 , 20 , 6473 , draft , 0.0 ,
 2015 , 20 , 6472 , draft , 0.0 ,
 2014 , 70 , 6241 , draft , 0.0 ,
 2015 , 00 , 6735 , executed , 33900.0 ,
 2013 , 20 , 6212 , draft , 0.0 ,
 2015 , 15 , 6611 , executed , 0.0 ,
 2014 , 00 , 6734 , executed , 13000.0 ,
 2013 , 30 , 6423 , reserved , 0.0 ,
 2014 , 15 , 6423 , approved , 0.0 ,
 2013 , 45 , 6414 , reserved , 0.0 ,
 2013 , 30 , 6271 , revised , 0.0 ,
 2013 , 10 , 6251 , revised , 0.0 ,
 2014 , 30 , 6276 , revised , 0.0 ,
 2015 , 30 , 6277 , revised , 0.0 ,
 2015 , 15 , 6422 , approved , 29.34 ,
 2013 , 45 , 6412 , reserved , 0.0 ,
 2013 , 35 , 6141 , revised , 0.0 ,
 2014 , 00 , 6432 , approved , 0.0 ,
 2014 , 30 , 6011 , revised , 841200.0 ,
 2015 , 00 , 6433 , approved , 0.0 ,
 2013 , 45 , 6322 , draft , 0.0 ,
 2014 , 40 , 6021 , revised , 24100.0 ,
 2014 , 15 , 6612 , executed , 0.0 ,
 2013 , 70 , 6672 , executed , 0.0 ,
 2015 , 90 , 9111 , approved , 0.0 ,
 2014 , 45 , 6411 , reserved , 0.0 ,
 2015 , 35 , 6463 , draft , 0.0 ,
 2014 , 35 , 6462 , draft , 0.0 ,
 2013 , 35 , 6274 , revised , 0.0 ,
 2014 , 35 , 6273 , revised , 0.0 ,
 2015 , 35 , 6272 , revised , 0.0 ,
 2013 , 45 , 6022 , revised , 0.0 ,
 2013 , 20 , 6264 , revised , 10000.0 ,
 2014 , 20 , 6472 , draft , 0.0 ,
 2015 , 30 , 7341 , revised , 2766886.57 ,
 2015 , 20 , 6473 , draft , 0.0 ,
 2013 , 20 , 7411 , draft , 0.0 ,
 2015 , 70 , 6241 , draft , 0.0 ,
 2013 , 00 , 6736 , executed , 0.0 ,
 2013 , 20 , 6213 , draft , 0.0 ,
 2014 , 15 , 6611 , executed , 0.0 ,
 2014 , 00 , 6735 , executed , 16000.0 ,
 2015 , 00 , 6734 , executed , 15000.0 ,
 2015 , 15 , 6423 , approved , 0.0 ,
 2013 , 30 , 6461 , draft , 0.0 ,
 2014 , 15 , 6422 , approved , 206.34 ,
 2014 , 30 , 6277 , revised , 0.0 ,
 2015 , 30 , 6276 , revised , 0.0 ,
 2013 , 30 , 6422 , reserved , 1290.38 ,
 2015 , 00 , 6434 , approved , 1347.81 ,
 2014 , 40 , 6022 , revised , 1446.0 ,
 2015 , 15 , 6614 , executed , 0.0 ,
 2014 , 00 , 6731 , executed , 0.0 ,
 2015 , 10 , 6682 , approved , 0.0 ,
 2015 , 00 , 6732 , executed , 0.0 ,
 2013 , 25 , 6693 , reserved , 0.0 ,
 2014 , 15 , 6613 , executed , 0.0 ,
 2013 , 25 , 7412 , draft , 0.0 ,
 2013 , 70 , 6671 , executed , 0.0 ,
 2015 , 40 , 6414 , reserved , 0.0 ,
 2013 , 35 , 6277 , revised , 91000.0 ,
 2015 , 35 , 6271 , revised , 0.0 ,
 2014 , 35 , 6422 , reserved , 0.0 ,
 2014 , 35 , 6461 , draft , 0.0 ,
 2015 , 35 , 6423 , reserved , 0.0 ,
 2014 , 40 , 6322 , draft , 0.0 ,
 2015 , 20 , 6474 , draft , 0.0 ,
 2015 , 30 , 6331 , draft , 0.0 ,
 2013 , 45 , 6021 , revised , 0.0 ,
 2013 , 35 , 6011 , revised , 160600.0 ,
 2013 , 10 , 6253 , revised , 5000.0 ,
 2015 , 20 , 6699 , reserved , 90000.0 ,
 2014 , 30 , 6141 , revised , 0.0 ,
 2013 , 20 , 6263 , revised , 24750.0 ,
 2015 , 20 , 6261 , revised , 0.0 ,
 2014 , 40 , 6412 , reserved , 0.0 ,
 2015 , 40 , 6413 , reserved , 0.0 ,
 2015 , 40 , 6321 , draft , 0.0 ,
 2013 , 40 , 6411 , reserved , 0.0 ,
 2014 , 25 , 6622 , executed , 0.0 ,
 2015 , 00 , 6733 , executed , 0.0 ,
 2013 , 30 , 6462 , draft , 29792.24 ,
 2015 , 30 , 6142 , revised , 0.0 ,
 2013 , 30 , 6273 , revised , 0.0 ,
 2014 , 30 , 6274 , revised , 0.0 ,
 2015 , 30 , 6275 , revised , 0.0 ,
 2014 , 00 , 6434 , approved , 2420.74 ,
 2014 , 00 , 6732 , executed , 0.0 ,
 2014 , 10 , 6682 , approved , 0.0 ,
 2015 , 00 , 6731 , executed , 140000.0 ,
 2014 , 15 , 6614 , executed , 0.0 ,
 2015 , 40 , 6022 , revised , 1347.58 ,
 2013 , 25 , 6692 , reserved , 0.0 ,
 2015 , 15 , 6613 , executed , 0.0 ,
 2013 , 10 , 6681 , approved , 0.0 ,
 2014 , 40 , 6414 , reserved , 0.0 ,
 2013 , 25 , 7413 , draft , 0.0 ,
 2013 , 15 , 6615 , executed , 0.0 ,
 2015 , 35 , 6422 , reserved , 3500.0 ,
 2013 , 35 , 6276 , revised , 0.0 ,
 2014 , 35 , 6271 , revised , 0.0 ,
 2014 , 35 , 6423 , reserved , 0.0 ,
 2015 , 35 , 6461 , draft , 0.0 ,
 2013 , 10 , 6252 , revised , 0.0 ,
 2014 , 20 , 6699 , reserved , 67953.18 ,
 2014 , 20 , 6474 , draft , 0.0 ,
 2015 , 40 , 6322 , draft , 0.0 ,
 2014 , 20 , 6261 , revised , 0.0 ,
 2015 , 30 , 6141 , revised , 0.0 ,
 2014 , 40 , 6413 , reserved , 0.0 ,
 2015 , 40 , 6412 , reserved , 0.0 ,
 2014 , 40 , 6321 , draft , 0.0 ,
 2015 , 25 , 6622 , executed , 0.0 ,
 2014 , 00 , 6733 , executed , 0.0 ,
 2013 , 30 , 6272 , revised , 0.0 ,
 2013 , 20 , 6262 , revised , 10000.0 ,
 2014 , 30 , 6275 , revised , 0.0 ,
 2015 , 30 , 6274 , revised , 0.0 ,
 2014 , 30 , 6142 , revised , 0.0 ,
 2013 , 20 , 6211 , draft , 1120000.0 ,
 2013 , 30 , 6463 , draft , 0.0 ,
 2013 , 35 , 6423 , reserved , 0.0 ,
 2013 , 35 , 6271 , revised , 0.0 ,
 2014 , 35 , 6276 , revised , 0.0 ,
 2015 , 35 , 6277 , revised , 160000.0 ,
 2014 , 25 , 7413 , draft , 0.0 ,
 2014 , 15 , 6615 , executed , 0.0 ,
 2015 , 70 , 6671 , executed , 0.0 ,
 2013 , 40 , 6414 , reserved , 0.0 ,
 2014 , 10 , 6681 , approved , 0.0 ,
 2015 , 25 , 7412 , draft , 0.0 ,
 2014 , 25 , 6692 , reserved , 0.0 ,
 2015 , 25 , 6693 , reserved , 0.0 ,
 2013 , 15 , 6614 , executed , 0.0 ,
 2013 , 00 , 6732 , executed , 0.0 ,
 2013 , 10 , 6682 , approved , 0.0 ,
 2013 , 00 , 6434 , approved , 90.0 ,
 2014 , 30 , 6463 , draft , 0.0 ,
 2014 , 20 , 6211 , draft , 1330000.0 ,
 2013 , 30 , 6142 , revised , 0.0 ,
 2015 , 30 , 6462 , draft , 20000.0 ,
 2013 , 30 , 6275 , revised , 105900.0 ,
 2014 , 20 , 6262 , revised , 1000.0 ,
 2014 , 30 , 6272 , revised , 0.0 ,
 2015 , 30 , 6273 , revised , 0.0 ,
 2013 , 00 , 6733 , executed , 0.0 ,
 2015 , 40 , 6411 , reserved , 0.0 ,
 2013 , 40 , 6321 , draft , 0.0 ,
 2013 , 40 , 6413 , reserved , 0.0 ,
 2013 , 20 , 6261 , revised , 0.0 ,
 2015 , 20 , 6263 , revised , 15000.0 ,
 2013 , 20 , 6474 , draft , 0.0 ,
 2013 , 20 , 6699 , reserved , 0.0 ,
 2014 , 10 , 6252 , revised , 0.0 ,
 2015 , 10 , 6253 , revised , 5000.0 ,
 2015 , 35 , 6011 , revised , 203900.0 ,
 2015 , 45 , 6021 , revised , 0.0 ,
 2013 , 35 , 6461 , draft , 0.0 ,
 2013 , 35 , 6422 , reserved , 116.4 ,
 2014 , 35 , 6277 , revised , 162690.0 ,
 2015 , 35 , 6276 , revised , 0.0 ,
 2015 , 10 , 6681 , approved , 0.0 ,
 2014 , 70 , 6671 , executed , 0.0 ,
 2015 , 25 , 7413 , draft , 0.0 ,
 2015 , 15 , 6615 , executed , 319.8 ,
 2014 , 25 , 7412 , draft , 0.0 ,
 2013 , 15 , 6613 , executed , 0.0 ,
 2014 , 25 , 6693 , reserved , 0.0 ,
 2015 , 25 , 6692 , reserved , 0.0 ,
 2013 , 00 , 6731 , executed , 15643.6 ,
 2013 , 40 , 6022 , revised , 1000.0 ,
 2015 , 20 , 6211 , draft , 1052800.0 ,
 2015 , 30 , 6463 , draft , 0.0 ,
 2013 , 30 , 6274 , revised , 0.0 ,
 2014 , 30 , 6273 , revised , 0.0 ,
 2015 , 30 , 6272 , revised , 0.0 ,
 2015 , 20 , 6262 , revised , 5000.0 ,
 2014 , 30 , 6462 , draft , 4000.0 ,
 2013 , 25 , 6622 , executed , 0.0 ,
 2014 , 40 , 6411 , reserved , 0.0 ,
 2013 , 40 , 6412 , reserved , 0.0 ,
 2014 , 20 , 6263 , revised , 15000.0 ,
 2013 , 30 , 6141 , revised , 0.0 ,
 2014 , 10 , 6253 , revised , 5598.3 ,
 2014 , 45 , 6021 , revised , 0.0 ,
 2014 , 35 , 6011 , revised , 153000.0 ,
 2015 , 10 , 6252 , revised , 0.0 ,
 2013 , 40 , 6322 , draft , 0.0 ,
 2013 , 35 , 6273 , revised , 0.0 ,
 2014 , 35 , 6274 , revised , 0.0 ,
 2015 , 35 , 6275 , revised , 0.0 ,
 2013 , 35 , 6462 , draft , 0.0 ,
 2015 , 35 , 6142 , revised , 0.0 ,
 2013 , 45 , 6411 , reserved , 0.0 ,
 2014 , 70 , 6672 , executed , 0.0 ,
 2015 , 25 , 6691 , reserved , 0.0 ,
 2015 , 70 , 6673 , executed , 0.0 ,
 2013 , 15 , 6612 , executed , 0.0 ,
 2013 , 40 , 6021 , revised , 25500.0 ,
 2014 , 45 , 6322 , draft , 0.0 ,
 2013 , 30 , 6011 , revised , 834300.0 ,
 2013 , 00 , 6432 , approved , 0.0 ,
 2015 , 45 , 6321 , draft , 0.0 ,
 2014 , 45 , 6412 , reserved , 0.0 ,
 2014 , 35 , 6141 , revised , 0.0 ,
 2015 , 45 , 6413 , reserved , 0.0 ,
 2014 , 30 , 6422 , reserved , 4000.0 ,
 2015 , 45 , 6414 , reserved , 0.0 ,
 2013 , 30 , 6277 , revised , 0.0 ,
 2013 , 15 , 6422 , approved , 73.71 ,
 2015 , 30 , 6271 , revised , 0.0 ,
 2015 , 10 , 6251 , revised , 0.0 ,
 2014 , 30 , 6461 , draft , 0.0 ,
 2015 , 30 , 6423 , reserved , 0.0 ,
 2013 , 00 , 6735 , executed , 51600.0 ,
 2013 , 15 , 6611 , executed , 0.0 ,
 2014 , 20 , 6213 , draft , 0.0 ,
 2015 , 20 , 6212 , draft , 0.0 ,
 2014 , 00 , 6736 , executed , 0.0 ,
 2014 , 20 , 7411 , draft , 0.0 ,
 2013 , 20 , 6472 , draft , 0.0 ,
 2014 , 20 , 6264 , revised , 2447.0 ,
 2015 , 00 , 6737 , executed , 90000.0 ,
 2014 , 45 , 6022 , revised , 0.0 ,
 2015 , 20 , 6265 , revised , 2100.0 ,
 2014 , 35 , 6142 , revised , 0.0 ,
 2013 , 35 , 6272 , revised , 0.0 ,
 2014 , 35 , 6275 , revised , 0.0 ,
 2015 , 35 , 6274 , revised , 0.0 ,
 2013 , 35 , 6463 , draft , 0.0 ,
 2013 , 90 , 9111 , approved , 0.0 ,
 2014 , 25 , 6691 , reserved , 0.0 ,
 2014 , 70 , 6673 , executed , 0.0 ,
 2015 , 70 , 6672 , executed , 0.0 ,
 2015 , 45 , 6322 , draft , 0.0 ,
 2014 , 45 , 6321 , draft , 0.0 ,
 2013 , 00 , 6433 , approved , 0.0 ,
 2014 , 45 , 6413 , reserved , 0.0 ,
 2015 , 45 , 6412 , reserved , 0.0 ,
 2015 , 35 , 6141 , revised , 0.0 ,
 2013 , 30 , 6276 , revised , 0.0 ,
 2014 , 10 , 6251 , revised , 0.0 ,
 2014 , 30 , 6271 , revised , 0.0 ,
 2014 , 45 , 6414 , reserved , 0.0 ,
 2015 , 30 , 6422 , reserved , 2000.0 ,
 2013 , 15 , 6423 , approved , 0.0 ,
 2014 , 30 , 6423 , reserved , 0.0 ,
 2015 , 30 , 6461 , draft , 0.0 ,
 2013 , 00 , 6734 , executed , 14500.0 ,
 2014 , 20 , 6212 , draft , 0.0 ,
 2015 , 20 , 6213 , draft , 0.0 ,
 2013 , 70 , 6241 , draft , 0.0 ,
 2015 , 20 , 7411 , draft , 0.0 ,
 2015 , 00 , 6736 , executed , 0.0 ,
 2015 , 20 , 6264 , revised , 0.0 ,
 2013 , 20 , 6473 , draft , 0.0 ,
 2014 , 20 , 6265 , revised , 11100.0 ,
 2015 , 45 , 6022 , revised , 0.0 ,
 2014 , 00 , 6737 , executed , 130000.0 ,
 2015 , 10 , 6042 , draft , 0.0 ,
 2013 , 30 , 6013 , revised , 0.0 ,
 2015 , 70 , 6115 , draft , 0.0 ,
 2015 , 20 , 7332 , revised , 0.0 ,
 2014 , 20 , 7331 , revised , 0.0 ,
 2014 , 50 , 6662 , reserved , 0.0 ,
 2014 , 10 , 7321 , revised , 0.0 ,
 2015 , 10 , 7322 , revised , 0.0 ,
 2015 , 70 , 6643 , reserved , 0.0 ,
 2014 , 70 , 6642 , reserved , 0.0 ,
 2013 , 70 , 6242 , draft , 0.0 ,
 2013 , 70 , 6641 , reserved , 0.0 ,
 2013 , 10 , 7324 , revised , 0.0 ,
 2014 , 15 , 6051 , draft , 30500.0 ,
 2014 , 20 , 6266 , revised , 0.0 ,
 2014 , 10 , 6042 , draft , 0.0 ,
 2013 , 70 , 6052 , revised , 19000.0 ,
 2014 , 70 , 6115 , draft , 0.0 ,
 2013 , 30 , 6012 , revised , 3000.0 ,
 2014 , 20 , 7332 , revised , 0.0 ,
 2014 , 10 , 7322 , revised , 0.0 ,
 2015 , 10 , 7321 , revised , 0.0 ,
 2015 , 50 , 6662 , reserved , 0.0 ,
