 year , adminClass , economicClass , budgetPhase , sum ,
nom,nom,nom,nom,target,
 2013 , 20 , 6471 , draft , 0.0 ,
 2015 , 20 , 7331 , revised , 0.0 ,
 2014 , 70 , 6643 , reserved , 0.0 ,
 2015 , 70 , 6642 , reserved , 0.0 ,
 2013 , 10 , 7323 , revised , 0.0 ,
 2013 , 70 , 6243 , draft , 0.0 ,
 2015 , 20 , 6266 , revised , 0.0 ,
 2015 , 15 , 6051 , draft , 70300.0 ,
 2014 , 10 , 6041 , draft , 51240.0 ,
 2015 , 35 , 6279 , revised , 0.0 ,
 2013 , 70 , 6111 , draft , 0.0 ,
 2013 , 70 , 6055 , revised , 0.0 ,
 2014 , 70 , 6114 , draft , 0.0 ,
 2014 , 20 , 7333 , revised , 0.0 ,
 2013 , 10 , 7111 , draft , 0.0 ,
 2015 , 50 , 6162 , revised , 0.0 ,
 2014 , 70 , 6644 , reserved , 0.0 ,
 2015 , 20 , 7334 , revised , 0.0 ,
 2013 , 25 , 6621 , executed , 0.0 ,
 2014 , 70 , 7121 , revised , 0.0 ,
 2015 , 70 , 7122 , revised , 0.0 ,
 2013 , 10 , 7326 , revised , 0.0 ,
 2013 , 20 , 7336 , revised , 0.0 ,
 2013 , 70 , 6244 , draft , 0.0 ,
 2015 , 70 , 7311 , draft , 0.0 ,
 2014 , 10 , 6254 , revised , 0.0 ,
 2014 , 70 , 7312 , draft , 0.0 ,
 2014 , 35 , 6012 , revised , 6284.0 ,
 2015 , 35 , 6013 , revised , 0.0 ,
 2015 , 10 , 6255 , revised , 1000.0 ,
 2015 , 10 , 6041 , draft , 37240.0 ,
 2013 , 70 , 6112 , draft , 0.0 ,
 2014 , 35 , 6279 , revised , 57050.0 ,
 2013 , 70 , 6054 , revised , 0.0 ,
 2015 , 70 , 6114 , draft , 0.0 ,
 2015 , 20 , 7333 , revised , 0.0 ,
 2013 , 10 , 7112 , draft , 0.0 ,
 2015 , 70 , 6644 , reserved , 0.0 ,
 2014 , 50 , 6162 , revised , 0.0 ,
 2014 , 70 , 7122 , revised , 0.0 ,
 2015 , 70 , 7121 , revised , 0.0 ,
 2014 , 20 , 7334 , revised , 0.0 ,
 2013 , 10 , 7325 , revised , 0.0 ,
 2013 , 20 , 7335 , revised , 0.0 ,
 2014 , 70 , 7311 , draft , 0.0 ,
 2013 , 70 , 6245 , draft , 0.0 ,
 2014 , 35 , 6013 , revised , 0.0 ,
 2014 , 10 , 6255 , revised , 1000.0 ,
 2015 , 70 , 7312 , draft , 0.0 ,
 2015 , 10 , 6254 , revised , 0.0 ,
 2015 , 35 , 6012 , revised , 3260.32 ,
 2014 , 70 , 6054 , revised , 0.0 ,
 2015 , 70 , 6055 , revised , 0.0 ,
 2013 , 35 , 6279 , revised , 55000.0 ,
 2014 , 70 , 6112 , draft , 0.0 ,
 2015 , 70 , 6111 , draft , 0.0 ,
 2013 , 10 , 6255 , revised , 1000.0 ,
 2013 , 35 , 6013 , revised , 0.0 ,
 2014 , 70 , 6245 , draft , 0.0 ,
 2015 , 20 , 7336 , revised , 0.0 ,
 2013 , 70 , 7311 , draft , 0.0 ,
 2015 , 70 , 6244 , draft , 0.0 ,
 2014 , 20 , 7335 , revised , 0.0 ,
 2014 , 10 , 7325 , revised , 0.0 ,
 2015 , 10 , 7326 , revised , 0.0 ,
 2013 , 20 , 7334 , revised , 0.0 ,
 2013 , 70 , 7122 , revised , 0.0 ,
 2015 , 25 , 6621 , executed , 0.0 ,
 2013 , 50 , 6162 , revised , 0.0 ,
 2014 , 10 , 7112 , draft , 0.0 ,
 2015 , 10 , 7111 , draft , 0.0 ,
 2013 , 70 , 6114 , draft , 0.0 ,
 2014 , 70 , 6055 , revised , 0.0 ,
 2015 , 70 , 6054 , revised , 0.0 ,
 2014 , 70 , 6111 , draft , 0.0 ,
 2015 , 70 , 6112 , draft , 0.0 ,
 2013 , 10 , 6041 , draft , 27240.0 ,
 2013 , 70 , 7312 , draft , 0.0 ,
 2013 , 35 , 6012 , revised , 1000.0 ,
 2013 , 10 , 6254 , revised , 0.0 ,
 2015 , 70 , 6245 , draft , 0.0 ,
 2014 , 70 , 6244 , draft , 0.0 ,
 2014 , 20 , 7336 , revised , 0.0 ,
 2014 , 10 , 7326 , revised , 0.0 ,
 2015 , 10 , 7325 , revised , 0.0 ,
 2015 , 20 , 7335 , revised , 0.0 ,
 2013 , 70 , 7121 , revised , 0.0 ,
 2014 , 25 , 6621 , executed , 0.0 ,
 2013 , 70 , 6644 , reserved , 0.0 ,
 2015 , 10 , 7112 , draft , 0.0 ,
 2014 , 10 , 7111 , draft , 0.0 ,
 2013 , 20 , 7333 , revised , 0.0 ,
 2014 , 30 , 6012 , revised , 19805.0 ,
 2015 , 30 , 6013 , revised , 0.0 ,
 2013 , 70 , 6115 , draft , 0.0 ,
 2014 , 70 , 6052 , revised , 22283.72 ,
 2013 , 10 , 6042 , draft , 0.0 ,
 2014 , 10 , 7323 , revised , 0.0 ,
 2014 , 70 , 6243 , draft , 0.0 ,
 2015 , 10 , 7324 , revised , 0.0 ,
 2015 , 70 , 6641 , reserved , 0.0 ,
 2015 , 70 , 6242 , draft , 0.0 ,
 2015 , 30 , 6279 , revised , 299198.35 ,
 2013 , 70 , 6643 , reserved , 0.0 ,
 2014 , 20 , 6471 , draft , 0.0 ,
 2013 , 10 , 7322 , revised , 0.0 ,
 2013 , 20 , 7332 , revised , 0.0 ,
 2014 , 30 , 6013 , revised , 0.0 ,
 2015 , 30 , 6012 , revised , 12342.65 ,
 2015 , 70 , 6052 , revised , 15159.97 ,
 2013 , 20 , 6266 , revised , 0.0 ,
 2013 , 15 , 6051 , draft , 30500.0 ,
 2014 , 10 , 7324 , revised , 0.0 ,
 2015 , 10 , 7323 , revised , 0.0 ,
 2015 , 70 , 6243 , draft , 0.0 ,
 2014 , 70 , 6242 , draft , 0.0 ,
 2014 , 70 , 6641 , reserved , 0.0 ,
 2013 , 70 , 6642 , reserved , 0.0 ,
 2014 , 30 , 6279 , revised , 31607.1 ,
 2015 , 15 , 6741 , executed , 3474272.51 ,
 2013 , 10 , 7321 , revised , 0.0 ,
 2013 , 50 , 6662 , reserved , 0.0 ,
 2013 , 20 , 7331 , revised , 0.0 ,
 2015 , 20 , 6471 , draft , 0.0 ,
 2013 , 00 , 6054 , draft , 0.0 ,
 2014 , 15 , 7112 , draft , 0.0 ,
 2015 , 15 , 7111 , draft , 0.0 ,
 2015 , 40 , 6641 , executed , 0.0 ,
 2014 , 00 , 6113 , revised , 1000.0 ,
 2015 , 20 , 6621 , executed , 0.0 ,
 2013 , 25 , 7334 , revised , 0.0 ,
 2013 , 30 , 6633 , executed , 0.0 ,
 2014 , 25 , 7335 , revised , 0.0 ,
 2015 , 70 , 6063 , revised , 0.0 ,
 2014 , 15 , 7325 , revised , 0.0 ,
 2015 , 15 , 7326 , revised , 422680.0 ,
 2014 , 70 , 6062 , revised , 0.0 ,
 2015 , 25 , 7336 , revised , 0.0 ,
 2015 , 00 , 6056 , draft , 417169.28 ,
 2014 , 00 , 6811 , reserved , 0.0 ,
 2013 , 15 , 6255 , revised , 0.0 ,
 2013 , 40 , 6643 , executed , 0.0 ,
 2015 , 00 , 6812 , reserved , 0.0 ,
 2013 , 50 , 7513 , draft , 0.0 ,
 2013 , 30 , 6634 , executed , 0.0 ,
 2015 , 35 , 6631 , executed , 0.0 ,
 2014 , 45 , 6644 , executed , 0.0 ,
 2014 , 50 , 7512 , draft , 0.0 ,
 2013 , 50 , 6661 , reserved , 0.0 ,
 2015 , 50 , 7511 , draft , 0.0 ,
 2013 , 25 , 7333 , revised , 0.0 ,
 2015 , 15 , 7112 , draft , 0.0 ,
 2014 , 40 , 6641 , executed , 0.0 ,
 2014 , 15 , 7111 , draft , 0.0 ,
 2015 , 00 , 6113 , revised , 500.0 ,
 2014 , 20 , 6621 , executed , 0.0 ,
 2014 , 70 , 6063 , revised , 0.0 ,
 2015 , 25 , 7335 , revised , 0.0 ,
 2013 , 30 , 6632 , executed , 0.0 ,
 2014 , 25 , 7336 , revised , 13800.0 ,
 2015 , 70 , 6062 , revised , 0.0 ,
 2014 , 15 , 7326 , revised , 422680.0 ,
 2015 , 15 , 7325 , revised , 0.0 ,
 2013 , 00 , 6111 , revised , 0.0 ,
 2015 , 00 , 6811 , reserved , 0.0 ,
 2013 , 40 , 6642 , executed , 0.0 ,
 2014 , 00 , 6056 , draft , 380688.95 ,
 2014 , 00 , 6812 , reserved , 0.0 ,
 2013 , 15 , 6254 , revised , 0.0 ,
 2013 , 15 , 6041 , draft , 0.0 ,
 2014 , 35 , 6631 , executed , 0.0 ,
 2015 , 45 , 6644 , executed , 0.0 ,
 2015 , 50 , 7512 , draft , 0.0 ,
 2014 , 50 , 7511 , draft , 0.0 ,
 2013 , 15 , 7322 , revised , 0.0 ,
 2013 , 25 , 7332 , revised , 0.0 ,
 2014 , 25 , 6471 , draft , 0.0 ,
 2015 , 35 , 6634 , executed , 0.0 ,
 2015 , 00 , 6116 , revised , 10000.0 ,
 2014 , 15 , 7323 , revised , 0.0 ,
 2015 , 15 , 7324 , revised , 0.0 ,
 2013 , 30 , 6631 , executed , 0.0 ,
 2015 , 70 , 6061 , revised , 0.0 ,
 2014 , 50 , 6312 , draft , 0.0 ,
 2013 , 15 , 6042 , draft , 0.0 ,
 2013 , 45 , 6641 , executed , 0.0 ,
 2015 , 00 , 6117 , revised , 11000.0 ,
 2014 , 45 , 6642 , executed , 0.0 ,
 2014 , 35 , 6632 , executed , 0.0 ,
 2015 , 45 , 6643 , executed , 0.0 ,
 2015 , 35 , 6633 , executed , 0.0 ,
 2013 , 15 , 7321 , revised , 0.0 ,
 2013 , 25 , 7331 , revised , 0.0 ,
 2015 , 25 , 6471 , draft , 0.0 ,
 2014 , 35 , 6634 , executed , 0.0 ,
 2014 , 00 , 6116 , revised , 5000.0 ,
 2014 , 15 , 7324 , revised , 0.0 ,
 2015 , 15 , 7323 , revised , 0.0 ,
 2014 , 70 , 6061 , revised , 0.0 ,
 2013 , 10 , 6051 , draft , 229200.0 ,
 2013 , 25 , 6266 , revised , 0.0 ,
 2013 , 00 , 6053 , draft , 23600.0 ,
 2013 , 40 , 6644 , executed , 0.0 ,
 2015 , 50 , 6312 , draft , 0.0 ,
 2015 , 45 , 6642 , executed , 0.0 ,
 2014 , 00 , 6117 , revised , 33011.35 ,
 2014 , 35 , 6633 , executed , 0.0 ,
 2014 , 45 , 6643 , executed , 0.0 ,
 2015 , 35 , 6632 , executed , 0.0 ,
 2014 , 00 , 6053 , draft , 26503.0 ,
 2014 , 40 , 6644 , executed , 0.0 ,
 2014 , 25 , 6266 , revised , 0.0 ,
 2014 , 10 , 6051 , draft , 190500.0 ,
 2015 , 30 , 6631 , executed , 0.0 ,
 2013 , 70 , 6061 , revised , 0.0 ,
 2013 , 15 , 7324 , revised , 0.0 ,
 2013 , 00 , 6116 , revised , 6000.0 ,
 2013 , 35 , 6634 , executed , 0.0 ,
 2014 , 25 , 7331 , revised , 0.0 ,
 2014 , 15 , 7321 , revised , 0.0 ,
 2015 , 15 , 7322 , revised , 0.0 ,
 2015 , 25 , 7332 , revised , 0.0 ,
 2013 , 35 , 6633 , executed , 0.0 ,
 2013 , 45 , 6643 , executed , 0.0 ,
 2013 , 00 , 6117 , revised , 83900.0 ,
 2015 , 45 , 6641 , executed , 0.0 ,
 2015 , 15 , 6042 , draft , 0.0 ,
 2015 , 00 , 6053 , draft , 35201.0 ,
 2015 , 40 , 6644 , executed , 0.0 ,
 2015 , 25 , 6266 , revised , 0.0 ,
 2015 , 10 , 6051 , draft , 148000.0 ,
 2014 , 30 , 6631 , executed , 0.0 ,
 2013 , 15 , 7323 , revised , 0.0 ,
 2013 , 25 , 6471 , draft , 0.0 ,
 2015 , 25 , 7331 , revised , 0.0 ,
 2014 , 25 , 7332 , revised , 0.0 ,
 2014 , 15 , 7322 , revised , 0.0 ,
 2015 , 15 , 7321 , revised , 0.0 ,
 2013 , 35 , 6632 , executed , 0.0 ,
 2013 , 45 , 6642 , executed , 0.0 ,
 2014 , 45 , 6641 , executed , 0.0 ,
 2014 , 15 , 6042 , draft , 0.0 ,
 2013 , 50 , 6312 , draft , 0.0 ,
 2014 , 15 , 6254 , revised , 0.0 ,
 2015 , 40 , 6643 , executed , 0.0 ,
 2015 , 15 , 6255 , revised , 0.0 ,
 2013 , 00 , 6812 , reserved , 0.0 ,
 2013 , 00 , 6056 , draft , 728030.29 ,
 2014 , 40 , 6642 , executed , 0.0 ,
 2014 , 00 , 6111 , revised , 0.0 ,
 2013 , 15 , 7326 , revised , 0.0 ,
 2013 , 25 , 7336 , revised , 16400.0 ,
 2014 , 30 , 6632 , executed , 0.0 ,
 2015 , 30 , 6633 , executed , 0.0 ,
 2013 , 70 , 6063 , revised , 0.0 ,
 2013 , 20 , 6621 , executed , 0.0 ,
 2015 , 25 , 7334 , revised , 0.0 ,
 2013 , 15 , 7111 , draft , 0.0 ,
 2013 , 40 , 6641 , executed , 0.0 ,
 2015 , 00 , 6054 , draft , 0.0 ,
 2014 , 25 , 7333 , revised , 0.0 ,
 2013 , 50 , 7511 , draft , 0.0 ,
 2015 , 50 , 6661 , reserved , 0.0 ,
 2013 , 35 , 6631 , executed , 0.0 ,
 2015 , 30 , 6634 , executed , 0.0 ,
 2015 , 50 , 7513 , draft , 0.0 ,
 2014 , 15 , 6041 , draft , 0.0 ,
 2014 , 40 , 6643 , executed , 0.0 ,
 2014 , 15 , 6255 , revised , 0.0 ,
 2015 , 15 , 6254 , revised , 0.0 ,
 2013 , 00 , 6811 , reserved , 0.0 ,
 2015 , 00 , 6111 , revised , 0.0 ,
 2015 , 40 , 6642 , executed , 0.0 ,
 2013 , 70 , 6062 , revised , 0.0 ,
 2013 , 15 , 7325 , revised , 0.0 ,
 2013 , 25 , 7335 , revised , 0.0 ,
 2014 , 30 , 6633 , executed , 0.0 ,
 2015 , 30 , 6632 , executed , 0.0 ,
 2014 , 25 , 7334 , revised , 0.0 ,
 2013 , 00 , 6113 , revised , 0.0 ,
 2015 , 25 , 7333 , revised , 0.0 ,
 2013 , 15 , 7112 , draft , 0.0 ,
 2014 , 00 , 6054 , draft , 0.0 ,
 2014 , 50 , 6661 , reserved , 0.0 ,
 2013 , 50 , 7512 , draft , 0.0 ,
 2013 , 45 , 6644 , executed , 0.0 ,
 2014 , 30 , 6634 , executed , 0.0 ,
 2015 , 15 , 6041 , draft , 0.0 ,
 2014 , 50 , 7513 , draft , 0.0 ,
 2013 , 25 , 6699 , reserved , 0.0 ,
 2014 , 50 , 6654 , executed , 0.0 ,
 2013 , 25 , 6474 , draft , 0.0 ,
 2013 , 25 , 6261 , revised , 0.0 ,
 2014 , 15 , 6252 , revised , 0.0 ,
 2015 , 25 , 6263 , revised , 0.0 ,
 2015 , 15 , 6253 , revised , 0.0 ,
 2013 , 45 , 6671 , reserved , 0.0 ,
 2015 , 45 , 7521 , draft , 0.0 ,
 2015 , 45 , 6323 , draft , 0.0 ,
 2013 , 50 , 6653 , executed , 0.0 ,
 2014 , 25 , 6262 , revised , 35806.02 ,
 2014 , 25 , 6211 , draft , 23800.0 ,
 2014 , 40 , 6672 , reserved , 0.0 ,
 2015 , 40 , 6673 , reserved , 0.0 ,
 2013 , 15 , 6682 , approved , 101.66 ,
 2013 , 10 , 6614 , executed , 0.0 ,
 2014 , 30 , 6682 , reserved , 0.0 ,
 2014 , 20 , 6692 , reserved , 0.0 ,
 2015 , 20 , 6693 , reserved , 0.0 ,
 2014 , 15 , 6681 , approved , 0.0 ,
 2013 , 30 , 6681 , reserved , 0.0 ,
 2014 , 30 , 6635 , executed , 0.0 ,
 2014 , 10 , 6615 , executed , 10750.2 ,
 2015 , 20 , 7412 , draft , 0.0 ,
 2014 , 20 , 7413 , draft , 0.0 ,
 2015 , 50 , 6654 , executed , 0.0 ,
 2014 , 15 , 6253 , revised , 0.0 ,
 2014 , 25 , 6263 , revised , 0.0 ,
 2015 , 15 , 6252 , revised , 0.0 ,
 2014 , 45 , 7521 , draft , 0.0 ,
 2013 , 20 , 6622 , executed , 0.0 ,
 2014 , 45 , 6323 , draft , 0.0 ,
 2013 , 00 , 6431 , approved , 2410.8 ,
 2013 , 50 , 6652 , executed , 0.0 ,
 2015 , 25 , 6262 , revised , 2577.85 ,
 2015 , 25 , 6211 , draft , 4521.5 ,
 2014 , 40 , 6673 , reserved , 0.0 ,
 2015 , 40 , 6672 , reserved , 0.0 ,
 2013 , 10 , 6613 , executed , 24841.0 ,
 2014 , 20 , 6693 , reserved , 0.0 ,
 2015 , 20 , 6692 , reserved , 0.0 ,
 2015 , 30 , 6682 , reserved , 0.0 ,
 2014 , 20 , 7412 , draft , 0.0 ,
 2015 , 10 , 6615 , executed , 199.96 ,
 2015 , 30 , 6635 , executed , 0.0 ,
 2015 , 15 , 6681 , approved , 0.0 ,
 2015 , 20 , 7413 , draft , 0.0 ,
 2015 , 25 , 6265 , revised , 0.0 ,
 2014 , 25 , 6264 , revised , 0.0 ,
 2013 , 25 , 6472 , draft , 0.0 ,
 2015 , 70 , 6411 , executed , 0.0 ,
 2013 , 45 , 6673 , reserved , 0.0 ,
 2014 , 25 , 7411 , draft , 0.0 ,
 2014 , 25 , 6213 , draft , 0.0 ,
 2015 , 25 , 6212 , draft , 0.0 ,
 2013 , 10 , 6611 , executed , 0.0 ,
 2013 , 50 , 6651 , executed , 0.0 ,
 2015 , 35 , 6681 , reserved , 0.0 ,
 2013 , 10 , 6422 , approved , 1966.58 ,
 2015 , 15 , 6251 , revised , 0.0 ,
 2013 , 70 , 6413 , executed , 0.0 ,
 2013 , 40 , 7521 , draft , 0.0 ,
 2013 , 70 , 6414 , executed , 0.0 ,
 2015 , 40 , 6671 , reserved , 0.0 ,
 2013 , 10 , 6612 , executed , 9325.69 ,
 2015 , 20 , 6691 , reserved , 0.0 ,
 2013 , 40 , 6323 , draft , 0.0 ,
 2014 , 25 , 6265 , revised , 0.0 ,
 2013 , 25 , 6473 , draft , 0.0 ,
 2014 , 70 , 6411 , executed , 0.0 ,
 2015 , 25 , 6264 , revised , 0.0 ,
 2013 , 35 , 6682 , reserved , 0.0 ,
 2013 , 45 , 6672 , reserved , 0.0 ,
 2015 , 25 , 7411 , draft , 0.0 ,
 2014 , 25 , 6212 , draft , 0.0 ,
 2015 , 25 , 6213 , draft , 0.0 ,
 2013 , 35 , 6635 , executed , 0.0 ,
 2014 , 35 , 6681 , reserved , 0.0 ,
 2014 , 15 , 6251 , revised , 0.0 ,
 2013 , 70 , 6412 , executed , 0.0 ,
 2013 , 10 , 6423 , approved , 0.0 ,
 2014 , 40 , 6671 , reserved , 0.0 ,
 2014 , 20 , 6691 , reserved , 0.0 ,
 2014 , 10 , 6423 , approved , 0.0 ,
 2014 , 70 , 6412 , executed , 0.0 ,
 2015 , 70 , 6413 , executed , 0.0 ,
 2013 , 15 , 6251 , revised , 0.0 ,
 2015 , 10 , 6422 , approved , 1334.95 ,
 2013 , 35 , 6681 , reserved , 0.0 ,
 2014 , 35 , 6635 , executed , 0.0 ,
 2015 , 10 , 6611 , executed , 0.0 ,
 2015 , 50 , 6651 , executed , 0.0 ,
 2013 , 25 , 6212 , draft , 0.0 ,
 2014 , 45 , 6672 , reserved , 0.0 ,
 2015 , 45 , 6673 , reserved , 0.0 ,
 2014 , 35 , 6682 , reserved , 0.0 ,
 2013 , 70 , 6411 , executed , 0.0 ,
 2014 , 25 , 6473 , draft , 0.0 ,
 2015 , 25 , 6472 , draft , 0.0 ,
 2013 , 25 , 6265 , revised , 0.0 ,
 2015 , 40 , 6323 , draft , 0.0 ,
 2013 , 20 , 6691 , reserved , 0.0 ,
 2015 , 10 , 6612 , executed , 3051.03 ,
 2015 , 70 , 6414 , executed , 0.0 ,
 2015 , 40 , 7521 , draft , 0.0 ,
 2013 , 40 , 6671 , reserved , 0.0 ,
 2014 , 70 , 6413 , executed , 0.0 ,
 2015 , 70 , 6412 , executed , 0.0 ,
 2015 , 10 , 6423 , approved , 0.0 ,
 2014 , 10 , 6422 , approved , 1796.51 ,
 2014 , 10 , 6611 , executed , 0.0 ,
 2014 , 50 , 6651 , executed , 0.0 ,
 2015 , 35 , 6635 , executed , 0.0 ,
 2013 , 25 , 6213 , draft , 0.0 ,
 2013 , 25 , 7411 , draft , 0.0 ,
 2014 , 45 , 6673 , reserved , 0.0 ,
 2015 , 45 , 6672 , reserved , 0.0 ,
 2015 , 35 , 6682 , reserved , 0.0 ,
 2014 , 25 , 6472 , draft , 0.0 ,
 2015 , 25 , 6473 , draft , 0.0 ,
 2013 , 25 , 6264 , revised , 5100.0 ,
 2014 , 40 , 6323 , draft , 0.0 ,
 2014 , 10 , 6612 , executed , 8594.37 ,
 2014 , 40 , 7521 , draft , 0.0 ,
 2014 , 70 , 6414 , executed , 0.0 ,
 2014 , 50 , 6652 , executed , 0.0 ,
 2015 , 50 , 6653 , executed , 0.0 ,
 2014 , 00 , 6431 , approved , 0.0 ,
 2013 , 45 , 6323 , draft , 0.0 ,
 2014 , 20 , 6622 , executed , 0.0 ,
 2015 , 45 , 6671 , reserved , 0.0 ,
 2013 , 45 , 7521 , draft , 0.0 ,
 2013 , 15 , 6253 , revised , 0.0 ,
 2013 , 25 , 6263 , revised , 0.0 ,
 2015 , 25 , 6261 , revised , 0.0 ,
 2015 , 25 , 6699 , reserved , 11297.29 ,
 2015 , 25 , 6474 , draft , 0.0 ,
 2013 , 20 , 7412 , draft , 0.0 ,
 2015 , 30 , 6681 , reserved , 0.0 ,
 2015 , 15 , 6682 , approved , 0.0 ,
 2013 , 20 , 6693 , reserved , 0.0 ,
 2015 , 10 , 6614 , executed , 0.0 ,
 2014 , 10 , 6613 , executed , 0.0 ,
 2013 , 40 , 6673 , reserved , 0.0 ,
 2013 , 25 , 6211 , draft , 5877.95 ,
 2013 , 25 , 6262 , revised , 24600.0 ,
 2014 , 50 , 6653 , executed , 0.0 ,
 2015 , 50 , 6652 , executed , 0.0 ,
 2015 , 00 , 6431 , approved , 0.0 ,
 2015 , 20 , 6622 , executed , 0.0 ,
 2014 , 45 , 6671 , reserved , 0.0 ,
 2013 , 15 , 6252 , revised , 0.0 ,
 2014 , 25 , 6261 , revised , 0.0 ,
 2014 , 25 , 6474 , draft , 0.0 ,
 2013 , 50 , 6654 , executed , 0.0 ,
 2014 , 25 , 6699 , reserved , 0.0 ,
 2013 , 20 , 7413 , draft , 0.0 ,
 2013 , 10 , 6615 , executed , 0.0 ,
 2013 , 30 , 6635 , executed , 0.0 ,
 2014 , 30 , 6681 , reserved , 0.0 ,
 2013 , 15 , 6681 , approved , 0.0 ,
 2013 , 30 , 6682 , reserved , 0.0 ,
 2013 , 20 , 6692 , reserved , 0.0 ,
 2014 , 10 , 6614 , executed , 0.0 ,
 2014 , 15 , 6682 , approved , 572.32 ,
 2015 , 10 , 6613 , executed , 0.0 ,
 2013 , 40 , 6672 , reserved , 0.0 ,
 2014 , 30 , 6022 , revised , 4561.0 ,
 2014 , 00 , 6721 , executed , 4500.0 ,
 2015 , 25 , 7513 , draft , 0.0 ,
 2014 , 10 , 6673 , approved , 0.0 ,
 2015 , 10 , 6672 , approved , 0.0 ,
 2013 , 25 , 7511 , draft , 0.0 ,
 2015 , 25 , 6661 , reserved , 0.0 ,
 2014 , 45 , 6422 , reserved , 0.0 ,
 2015 , 30 , 6414 , reserved , 15000.0 ,
 2013 , 45 , 6277 , revised , 0.0 ,
 2015 , 45 , 6271 , revised , 0.0 ,
 2014 , 45 , 6461 , draft , 0.0 ,
 2015 , 45 , 6423 , reserved , 0.0 ,
 2013 , 35 , 6021 , revised , 0.0 ,
 2013 , 45 , 6011 , revised , 0.0 ,
 2015 , 30 , 6321 , draft , 0.0 ,
 2015 , 50 , 7334 , revised , 0.0 ,
 2013 , 15 , 6412 , approved , 0.0 ,
 2014 , 30 , 6412 , reserved , 0.0 ,
 2015 , 20 , 6162 , revised , 0.0 ,
 2015 , 30 , 6413 , reserved , 0.0 ,
 2014 , 40 , 6141 , revised , 0.0 ,
 2013 , 00 , 6725 , executed , 0.0 ,
 2014 , 30 , 6322 , draft , 4500.0 ,
 2014 , 50 , 7333 , revised , 0.0 ,
 2013 , 40 , 6273 , revised , 0.0 ,
 2014 , 40 , 6274 , revised , 0.0 ,
 2015 , 40 , 6275 , revised , 0.0 ,
 2013 , 40 , 6462 , draft , 0.0 ,
 2014 , 00 , 6722 , executed , 0.0 ,
 2015 , 00 , 6723 , executed , 0.0 ,
 2015 , 40 , 6142 , revised , 0.0 ,
 2013 , 50 , 7336 , revised , 0.0 ,
 2014 , 15 , 6411 , approved , 0.0 ,
 2013 , 30 , 6411 , reserved , 0.0 ,
 2013 , 10 , 6481 , revised , 0.0 ,
 2015 , 30 , 6022 , revised , 2216.53 ,
 2014 , 25 , 7513 , draft , 0.0 ,
 2015 , 00 , 6721 , executed , 4500.0 ,
 2014 , 10 , 6672 , approved , 0.0 ,
 2015 , 10 , 6673 , approved , 0.0 ,
 2014 , 25 , 6661 , reserved , 0.0 ,
 2013 , 25 , 7512 , draft , 0.0 ,
 2013 , 45 , 6276 , revised , 0.0 ,
 2013 , 15 , 6414 , approved , 0.0 ,
 2014 , 45 , 6271 , revised , 0.0 ,
 2014 , 30 , 6414 , reserved , 1488.3 ,
 2015 , 45 , 6422 , reserved , 0.0 ,
 2014 , 45 , 6423 , reserved , 0.0 ,
 2015 , 45 , 6461 , draft , 0.0 ,
 2014 , 50 , 7334 , revised , 0.0 ,
 2014 , 30 , 6321 , draft , 0.0 ,
 2014 , 20 , 6162 , revised , 0.0 ,
 2014 , 30 , 6413 , reserved , 0.0 ,
 2015 , 30 , 6412 , reserved , 0.0 ,
 2013 , 15 , 6413 , approved , 0.0 ,
 2015 , 40 , 6141 , revised , 0.0 ,
 2013 , 00 , 6724 , executed , 0.0 ,
 2015 , 30 , 6322 , draft , 0.0 ,
 2015 , 50 , 7333 , revised , 0.0 ,
 2013 , 40 , 6463 , draft , 0.0 ,
 2014 , 40 , 6142 , revised , 0.0 ,
 2014 , 00 , 6723 , executed , 0.0 ,
 2015 , 00 , 6722 , executed , 0.0 ,
 2013 , 40 , 6272 , revised , 0.0 ,
 2014 , 40 , 6275 , revised , 0.0 ,
 2015 , 40 , 6274 , revised , 0.0 ,
 2013 , 50 , 7335 , revised , 0.0 ,
 2015 , 15 , 6411 , approved , 0.0 ,
 2013 , 35 , 6413 , reserved , 0.0 ,
 2013 , 35 , 6321 , draft , 0.0 ,
 2015 , 30 , 6021 , revised , 109500.0 ,
 2014 , 10 , 6671 , approved , 5572.67 ,
 2015 , 40 , 6011 , revised , 27600.0 ,
 2015 , 70 , 6681 , executed , 0.0 ,
 2014 , 45 , 6463 , draft , 0.0 ,
 2015 , 35 , 6411 , reserved , 0.0 ,
 2013 , 45 , 6142 , revised , 0.0 ,
 2015 , 45 , 6462 , draft , 0.0 ,
 2013 , 45 , 6275 , revised , 0.0 ,
 2014 , 45 , 6272 , revised , 0.0 ,
 2015 , 45 , 6273 , revised , 0.0 ,
 2013 , 10 , 6483 , revised , 0.0 ,
 2014 , 20 , 6662 , reserved , 0.0 ,
 2014 , 50 , 7331 , revised , 0.0 ,
 2015 , 50 , 7332 , revised , 0.0 ,
 2013 , 40 , 6271 , revised , 0.0 ,
 2014 , 50 , 6266 , revised , 0.0 ,
 2014 , 40 , 6276 , revised , 0.0 ,
 2015 , 40 , 6277 , revised , 0.0 ,
 2013 , 40 , 6423 , reserved , 0.0 ,
 2013 , 35 , 6414 , reserved , 0.0 ,
 2013 , 35 , 6412 , reserved , 0.0 ,
 2013 , 45 , 6141 , revised , 0.0 ,
 2014 , 30 , 6021 , revised , 121600.0 ,
